Wall time,Step,Value
1770146770.4737062,113,0.8753257393836975
1770146861.8301525,227,0.6848030090332031
1770146952.8117137,341,0.6065348982810974
1770147042.9181187,455,0.5531842112541199
1770147135.2749958,569,0.513110339641571
1770147226.4600134,683,0.4671992063522339
1770147320.0912547,797,0.4287837743759155
1770147411.10613,911,0.40037837624549866
1770147502.028713,1025,0.3788171410560608
1770147593.1799076,1139,0.36236125230789185
1770147683.6797101,1253,0.3461463749408722
1770147774.5924551,1367,0.3356073498725891
1770147865.6261184,1481,0.32329756021499634
1770147956.1542659,1595,0.3129172623157501
1770148045.9561138,1709,0.3042474687099457
1770148135.6964686,1823,0.29657161235809326
1770148225.1290808,1937,0.28982433676719666
1770148316.8775194,2051,0.2821846902370453
1770148406.5007293,2165,0.2758144438266754
1770148496.0073843,2279,0.2709866464138031
1770148587.0290651,2393,0.2649535834789276
1770148676.5322816,2507,0.25989824533462524
1770148766.915683,2621,0.2564556300640106
1770148856.474564,2735,0.2510291635990143
1770148946.9353225,2849,0.24645264446735382
1770149038.0589569,2963,0.24401089549064636
1770149129.857647,3077,0.2391473799943924
1770149220.0146961,3191,0.23564015328884125
1770149309.5125513,3305,0.2329745590686798
1770149400.3412905,3419,0.2294245809316635
1770149490.8591726,3533,0.2268446981906891
1770149581.7199144,3647,0.222761869430542
1770149671.9747903,3761,0.2205733358860016
1770149761.8352995,3875,0.21792174875736237
1770149852.0559633,3989,0.21533635258674622
1770149943.53599,4103,0.2128596007823944
1770150033.2830064,4217,0.2099711298942566
1770150125.277888,4331,0.2086600363254547
1770150215.6916893,4445,0.205868199467659
1770150305.7830904,4559,0.20311886072158813
1770150396.7247832,4673,0.201994389295578
1770150489.909472,4787,0.2004871815443039
1770150581.1591742,4901,0.19764915108680725
1770150672.1994452,5015,0.19661258161067963
1770150763.102055,5129,0.19427497684955597
1770150853.932322,5243,0.19283270835876465
1770150944.368816,5357,0.19129297137260437
1770151035.4198945,5471,0.18962568044662476
1770151126.107854,5585,0.18710562586784363
1770151216.6664655,5699,0.18677181005477905
1770151306.739919,5813,0.1847023069858551
1770151397.2331288,5927,0.18365676701068878
1770151489.4436848,6041,0.18155205249786377
1770151578.9412181,6155,0.1805059015750885
1770151669.69485,6269,0.17940539121627808
1770151760.4137428,6383,0.1781269609928131
1770151850.817563,6497,0.1764754354953766
1770151941.3388405,6611,0.17526228725910187
1770152031.5099802,6725,0.1748257279396057
1770152122.20213,6839,0.1730034351348877
1770152213.453336,6953,0.1720173954963684
1770152305.473548,7067,0.17061814665794373
1770152396.2148337,7181,0.17012663185596466
1770152487.4772055,7295,0.1695324331521988
1770152577.8790767,7409,0.168751522898674
1770152668.1850905,7523,0.16681815683841705
1770152757.9660165,7637,0.1658816933631897
1770152847.656571,7751,0.1645878553390503
1770152937.9939663,7865,0.16563263535499573
1770153029.6227021,7979,0.16330312192440033
1770153120.790427,8093,0.1620880514383316
1770153210.2286196,8207,0.16027873754501343
1770153300.2373016,8321,0.16060464084148407
1770153389.435552,8435,0.16016186773777008
1770153478.3391685,8549,0.15888439118862152
1770153568.1019776,8663,0.15835368633270264
1770153657.5451868,8777,0.1574057936668396
1770153748.1571822,8891,0.1564825177192688
1770153838.4658678,9005,0.1566801369190216
1770153929.1703825,9119,0.1553886979818344
1770154018.6735933,9233,0.15484850108623505
1770154107.6627314,9347,0.1535075157880783
1770154196.296939,9461,0.15262988209724426
1770154286.248786,9575,0.15263275802135468
1770154376.6089165,9689,0.15164346992969513
1770154466.4937024,9803,0.15111443400382996
1770154556.441555,9917,0.15007677674293518
1770154646.4319766,10031,0.14951372146606445
1770154736.8949685,10145,0.15002766251564026
1770154826.2981446,10259,0.14894908666610718
1770154916.998674,10373,0.1478339582681656
1770155006.167065,10487,0.14782363176345825
1770155096.0719142,10601,0.14764703810214996
1770155185.7400603,10715,0.14563782513141632
1770155275.7843528,10829,0.1458907574415207
1770155366.8948884,10943,0.14445911347866058
1770155459.202112,11057,0.14436905086040497
1770155550.2517426,11171,0.1441255807876587
1770155642.7245,11285,0.1437806785106659
1770155733.1945746,11399,0.14284971356391907
1770155824.000619,11513,0.14236393570899963
1770155914.6041448,11627,0.14137765765190125
1770156004.9444833,11741,0.14062976837158203
1770156094.5148907,11855,0.14121657609939575
1770156186.0312877,11969,0.13975535333156586
1770156277.2441444,12083,0.1400694102048874
1770156367.9637055,12197,0.13939623534679413
1770156459.2314143,12311,0.13827364146709442
1770156550.7419958,12425,0.13909687101840973
1770156640.9011126,12539,0.13824394345283508
1770156732.6845586,12653,0.1379239559173584
1770156823.0464396,12767,0.13727474212646484
1770156914.5050905,12881,0.13704036176204681
1770157005.5345154,12995,0.13639752566814423
1770157104.4305937,13109,0.13617947697639465
1770157193.9832344,13223,0.13479731976985931
1770157285.842025,13337,0.13465912640094757
1770157376.4428332,13451,0.13407640159130096
1770157466.6739354,13565,0.13391336798667908
1770157556.8855536,13679,0.13475027680397034
1770157647.5463152,13793,0.13327810168266296
1770157738.3579419,13907,0.1327521651983261
1770157829.752479,14021,0.13239231705665588
1770157920.7156339,14135,0.13240475952625275
1770158010.6335664,14249,0.13179361820220947
1770158100.0299897,14363,0.1312578171491623
1770158191.393497,14477,0.13060227036476135
1770158280.8344498,14591,0.1303468942642212
1770158371.396931,14705,0.12954720854759216
1770158461.7322314,14819,0.12953877449035645
1770158551.7741394,14933,0.12936373054981232
1770158644.0742207,15047,0.12875178456306458
