Wall time,Step,Value
1770157285.841929,13337,0.14025403559207916
1770157376.4427657,13451,0.13952398300170898
1770157466.6738677,13565,0.13938571512699127
1770157556.8854873,13679,0.14031954109668732
1770157647.5462523,13793,0.13879305124282837
1770157738.357862,13907,0.13821947574615479
1770157829.7523932,14021,0.13781897723674774
1770157920.715571,14135,0.13773469626903534
1770158010.633482,14249,0.1371763050556183
1770158100.0299265,14363,0.13669170439243317
1770158191.393437,14477,0.13593825697898865
1770158280.8343742,14591,0.1356530785560608
1770158371.3968601,14705,0.1347673237323761
1770158461.732168,14819,0.13476166129112244
1770158551.774079,14933,0.13456709682941437
1770158644.0741556,15047,0.1339700073003769
1770158735.2996025,15161,0.13331325352191925
1770158825.9760787,15275,0.1340060830116272
1770158918.6575582,15389,0.13273686170578003
1770159010.5995195,15503,0.13220705091953278
1770159103.1839113,15617,0.13325780630111694
1770159193.481147,15731,0.13187110424041748
1770159284.0045092,15845,0.1314184069633484
1770159375.1942866,15959,0.13132703304290771
1770159467.4233046,16073,0.12958474457263947
1770159558.5158932,16187,0.13038426637649536
1770159652.0444076,16301,0.13024355471134186
1770159742.3091068,16415,0.12979651987552643
1770159833.77691,16529,0.1301666796207428
1770159925.9749684,16643,0.12957695126533508
1770160017.847295,16757,0.1290440708398819
1770160108.1956577,16871,0.1280643790960312
1770160198.2787874,16985,0.1285741925239563
1770160290.2818244,17099,0.12750683724880219
1770160381.5105996,17213,0.12756803631782532
1770160472.3916628,17327,0.1280815303325653
1770160562.4647121,17441,0.12703093886375427
1770160653.1467793,17555,0.1267138570547104
1770160743.5591338,17669,0.12548041343688965
1770160834.3268237,17783,0.1265028566122055
1770160926.9753323,17897,0.1256580948829651
1770161020.5371056,18011,0.12562882900238037
1770161111.909919,18125,0.12533198297023773
1770161202.7285924,18239,0.12557452917099
1770161294.6932182,18353,0.12372469156980515
1770161388.128173,18467,0.12381516396999359
1770161480.0327554,18581,0.12373340874910355
1770161571.3818355,18695,0.12346528470516205
1770161665.0532844,18809,0.12400969862937927
1770161756.593527,18923,0.12343214452266693
1770161848.6201973,19037,0.12290530651807785
1770161938.7512872,19151,0.12310097366571426
1770162029.9259672,19265,0.12224116176366806
1770162120.1682796,19379,0.12253475189208984
1770162210.3196156,19493,0.12236703932285309
1770162302.3390985,19607,0.12240864336490631
1770162392.8534498,19721,0.12236402928829193
1770162483.4674528,19835,0.12207923084497452
1770162574.0722518,19949,0.12157467007637024
1770162667.346532,20063,0.12141874432563782
1770162758.6828046,20177,0.11952038109302521
1770162849.2313018,20291,0.12079111486673355
1770162940.5481503,20405,0.11975192278623581
1770163031.7783542,20519,0.11967606097459793
1770163123.7612164,20633,0.1192275807261467
1770163214.8359244,20747,0.11947540193796158
1770163304.3676734,20861,0.11888451874256134
1770163395.0034633,20975,0.11980539560317993
1770163487.1198993,21089,0.11898729205131531
1770163579.0432942,21203,0.11816734075546265
1770163669.1650076,21317,0.11814205348491669
1770163759.646156,21431,0.11749202013015747
1770163848.9023657,21545,0.11768487095832825
1770163939.4073048,21659,0.11722961813211441
1770164029.5385132,21773,0.11726456880569458
1770164119.6698625,21887,0.11707566678524017
1770164210.7931914,22001,0.1161724403500557
1770164301.1987917,22115,0.11666211485862732
1770164391.5374146,22229,0.11682537198066711
1770164481.9558291,22343,0.11595746874809265
1770164573.6545148,22457,0.11568073183298111
1770164665.2098188,22571,0.11596586555242538
1770164756.3633237,22685,0.11539110541343689
1770164846.9780803,22799,0.11584612727165222
1770164938.0700455,22913,0.11518745124340057
1770165030.5518916,23027,0.11428751796483994
1770165121.1869884,23141,0.1144828274846077
1770165215.2129905,23255,0.11384633928537369
1770165305.7918856,23369,0.1135832741856575
1770165396.6771855,23483,0.1137489452958107
1770165487.1331367,23597,0.1135251447558403
1770165577.0806055,23711,0.1138439029455185
1770165667.3910828,23825,0.11369539052248001
1770165757.8080924,23939,0.11331718415021896
1770165849.1879907,24053,0.1127011701464653
1770165938.642838,24167,0.1130961999297142
1770166028.536122,24281,0.11263544857501984
1770166119.018698,24395,0.11147796362638474
1770166209.571651,24509,0.11156514286994934
1770166299.9876883,24623,0.11117289960384369
1770166391.7191424,24737,0.11188559979200363
1770166483.2163913,24851,0.11077069491147995
1770166574.9809425,24965,0.11164098232984543
1770166666.8852172,25079,-2.0275912284851074
1770166758.6440847,25193,0.08173508197069168
1770166849.961179,25307,-0.7406790852546692
1770166940.7124984,25421,-0.5490843653678894
